S2_OGNIMOKN_17218	S2_OGNIMOKN_17218
S2_OGNIMOKN_17283	S2_OGNIMOKN_17283
S2_OGNIMOKN_17316	S2_OGNIMOKN_17316
S2_OGNIMOKN_17316	S3_LLLPBJCP_00053
S2_OGNIMOKN_17349	S2_OGNIMOKN_17349
S2_OGNIMOKN_17413	S2_OGNIMOKN_17413
S2_OGNIMOKN_17445	S2_OGNIMOKN_17445
S2_OGNIMOKN_17479	S2_OGNIMOKN_17479
S2_OGNIMOKN_17511	S2_OGNIMOKN_17511
S2_OGNIMOKN_17544	S2_OGNIMOKN_17544
S2_OGNIMOKN_17577	S2_OGNIMOKN_17577
S2_OGNIMOKN_17612	S2_OGNIMOKN_17612
S2_OGNIMOKN_17709	S2_OGNIMOKN_17709
S2_OGNIMOKN_17709	S3_LLLPBJCP_01418
S2_OGNIMOKN_17742	S2_OGNIMOKN_17742
S2_OGNIMOKN_17774	S2_OGNIMOKN_17774
S2_OGNIMOKN_17807	S2_OGNIMOKN_17807
S2_OGNIMOKN_17839	S2_OGNIMOKN_17839
S2_OGNIMOKN_17873	S2_OGNIMOKN_17873
S2_OGNIMOKN_17905	S2_OGNIMOKN_17905
S2_OGNIMOKN_17937	S2_OGNIMOKN_17937
S2_OGNIMOKN_18036	S2_OGNIMOKN_18036
S2_OGNIMOKN_18068	S2_OGNIMOKN_18068
S2_OGNIMOKN_18100	S2_OGNIMOKN_18100
S2_OGNIMOKN_18134	S2_OGNIMOKN_18134
S2_OGNIMOKN_18166	S2_OGNIMOKN_18166
S2_OGNIMOKN_18198	S2_OGNIMOKN_18198
S2_OGNIMOKN_18230	S2_OGNIMOKN_18230
S2_OGNIMOKN_18264	S2_OGNIMOKN_18264
S2_OGNIMOKN_18298	S2_OGNIMOKN_18298
S2_OGNIMOKN_18337	S2_OGNIMOKN_18337
S2_OGNIMOKN_18369	S2_OGNIMOKN_18369
S2_OGNIMOKN_18402	S2_OGNIMOKN_18402
S2_OGNIMOKN_18434	S2_OGNIMOKN_18434
S2_OGNIMOKN_18467	S2_OGNIMOKN_18467
S2_OGNIMOKN_18531	S2_OGNIMOKN_18531
S2_OGNIMOKN_18564	S2_OGNIMOKN_18564
S2_OGNIMOKN_18596	S2_OGNIMOKN_18596
S2_OGNIMOKN_18628	S2_OGNIMOKN_18628
S2_OGNIMOKN_18661	S2_OGNIMOKN_18661
S2_OGNIMOKN_18693	S2_OGNIMOKN_18693
S2_OGNIMOKN_18725	S2_OGNIMOKN_18725
S2_OGNIMOKN_18790	S2_OGNIMOKN_18790
S2_OGNIMOKN_18824	S2_OGNIMOKN_18824
S2_OGNIMOKN_18858	S2_OGNIMOKN_18858
S2_OGNIMOKN_18890	S2_OGNIMOKN_18890
S2_OGNIMOKN_18890	S2_OGNIMOKN_10768
S2_OGNIMOKN_18922	S2_OGNIMOKN_18922
S2_OGNIMOKN_18990	S2_OGNIMOKN_18990
S2_OGNIMOKN_19055	S2_OGNIMOKN_19055
S2_OGNIMOKN_19156	S2_OGNIMOKN_19156
S2_OGNIMOKN_19223	S2_OGNIMOKN_19223
S2_OGNIMOKN_19255	S2_OGNIMOKN_19255
S2_OGNIMOKN_19287	S2_OGNIMOKN_19287
S2_OGNIMOKN_19326	S2_OGNIMOKN_19326
S2_OGNIMOKN_19358	S2_OGNIMOKN_19358
S2_OGNIMOKN_19392	S2_OGNIMOKN_19392
S2_OGNIMOKN_19424	S2_OGNIMOKN_19424
S2_OGNIMOKN_19457	S2_OGNIMOKN_19457
S2_OGNIMOKN_19489	S2_OGNIMOKN_19489
S2_OGNIMOKN_19524	S2_OGNIMOKN_19524
S2_OGNIMOKN_19557	S2_OGNIMOKN_19557
S2_OGNIMOKN_19589	S2_OGNIMOKN_19589
S2_OGNIMOKN_19621	S2_OGNIMOKN_19621
S2_OGNIMOKN_19654	S2_OGNIMOKN_19654
S2_OGNIMOKN_19686	S2_OGNIMOKN_19686
S2_OGNIMOKN_19719	S2_OGNIMOKN_19719
S2_OGNIMOKN_19752	S2_OGNIMOKN_19752
S2_OGNIMOKN_19816	S2_OGNIMOKN_19816
S2_OGNIMOKN_19887	S2_OGNIMOKN_19887
S2_OGNIMOKN_19952	S2_OGNIMOKN_19952
S2_OGNIMOKN_19984	S2_OGNIMOKN_19984
S2_OGNIMOKN_20147	S2_OGNIMOKN_20147
S2_OGNIMOKN_20244	S2_OGNIMOKN_20244
S2_OGNIMOKN_20276	S2_OGNIMOKN_20276
S2_OGNIMOKN_20310	S2_OGNIMOKN_20310
S2_OGNIMOKN_20374	S2_OGNIMOKN_20374
S2_OGNIMOKN_20406	S2_OGNIMOKN_20406
S2_OGNIMOKN_20536	S2_OGNIMOKN_20536
S2_OGNIMOKN_20569	S2_OGNIMOKN_20569
S2_OGNIMOKN_20601	S2_OGNIMOKN_20601
S2_OGNIMOKN_20636	S2_OGNIMOKN_20636
S2_OGNIMOKN_20668	S2_OGNIMOKN_20668
S2_OGNIMOKN_20701	S2_OGNIMOKN_20701
S2_OGNIMOKN_20734	S2_OGNIMOKN_20734
S2_OGNIMOKN_20767	S2_OGNIMOKN_20767
S2_OGNIMOKN_20867	S2_OGNIMOKN_20867
S2_OGNIMOKN_20900	S2_OGNIMOKN_20900
S2_OGNIMOKN_20932	S2_OGNIMOKN_20932
S2_OGNIMOKN_20964	S2_OGNIMOKN_20964
S2_OGNIMOKN_20996	S2_OGNIMOKN_20996
S2_OGNIMOKN_21094	S2_OGNIMOKN_21094
S2_OGNIMOKN_21126	S2_OGNIMOKN_21126
S2_OGNIMOKN_21190	S2_OGNIMOKN_21190
S2_OGNIMOKN_21222	S2_OGNIMOKN_21222
S2_OGNIMOKN_21254	S2_OGNIMOKN_21254
S2_OGNIMOKN_21287	S2_OGNIMOKN_21287
S2_OGNIMOKN_21319	S2_OGNIMOKN_21319
S2_OGNIMOKN_21352	S2_OGNIMOKN_21352
S2_OGNIMOKN_21384	S2_OGNIMOKN_21384
S2_OGNIMOKN_21416	S2_OGNIMOKN_21416
S2_OGNIMOKN_21448	S2_OGNIMOKN_21448
S2_OGNIMOKN_21480	S2_OGNIMOKN_21480
S2_OGNIMOKN_21513	S2_OGNIMOKN_21513
S2_OGNIMOKN_21581	S2_OGNIMOKN_21581
S2_OGNIMOKN_21581	S3_LLLPBJCP_00108
S2_OGNIMOKN_21615	S2_OGNIMOKN_21615
S2_OGNIMOKN_21654	S2_OGNIMOKN_21654
S2_OGNIMOKN_21688	S2_OGNIMOKN_21688
S2_OGNIMOKN_21720	S2_OGNIMOKN_21720
S2_OGNIMOKN_21754	S2_OGNIMOKN_21754
S2_OGNIMOKN_21787	S2_OGNIMOKN_21787
S2_OGNIMOKN_21820	S2_OGNIMOKN_21820
S2_OGNIMOKN_21852	S2_OGNIMOKN_21852
S2_OGNIMOKN_21917	S2_OGNIMOKN_21917
S2_OGNIMOKN_21949	S2_OGNIMOKN_21949
S2_OGNIMOKN_22015	S2_OGNIMOKN_22015
S2_OGNIMOKN_22047	S2_OGNIMOKN_22047
S2_OGNIMOKN_22079	S2_OGNIMOKN_22079
S2_OGNIMOKN_22111	S2_OGNIMOKN_22111
S2_OGNIMOKN_22143	S2_OGNIMOKN_22143
S2_OGNIMOKN_22175	S2_OGNIMOKN_22175
S2_OGNIMOKN_22240	S2_OGNIMOKN_22240
S2_OGNIMOKN_22273	S2_OGNIMOKN_22273
S2_OGNIMOKN_22305	S2_OGNIMOKN_22305
S2_OGNIMOKN_22337	S2_OGNIMOKN_22337
S2_OGNIMOKN_22337	S2_OGNIMOKN_03085
S2_OGNIMOKN_22337	S3_LLLPBJCP_06945
S2_OGNIMOKN_22401	S2_OGNIMOKN_22401
S2_OGNIMOKN_22466	S2_OGNIMOKN_22466
S2_OGNIMOKN_22466	S3_LLLPBJCP_04973
S2_OGNIMOKN_22498	S2_OGNIMOKN_22498
S2_OGNIMOKN_22530	S2_OGNIMOKN_22530
S2_OGNIMOKN_22562	S2_OGNIMOKN_22562
S2_OGNIMOKN_22629	S2_OGNIMOKN_22629
S2_OGNIMOKN_22661	S2_OGNIMOKN_22661
S2_OGNIMOKN_22695	S2_OGNIMOKN_22695
S2_OGNIMOKN_22727	S2_OGNIMOKN_22727
S2_OGNIMOKN_22759	S2_OGNIMOKN_22759
S2_OGNIMOKN_22791	S2_OGNIMOKN_22791
S2_OGNIMOKN_22824	S2_OGNIMOKN_22824
S2_OGNIMOKN_22889	S2_OGNIMOKN_22889
S2_OGNIMOKN_22921	S2_OGNIMOKN_22921
S2_OGNIMOKN_22956	S2_OGNIMOKN_22956
S2_OGNIMOKN_22988	S2_OGNIMOKN_22988
S2_OGNIMOKN_23021	S2_OGNIMOKN_23021
S2_OGNIMOKN_23053	S2_OGNIMOKN_23053
S2_OGNIMOKN_23149	S2_OGNIMOKN_23149
S2_OGNIMOKN_23181	S2_OGNIMOKN_23181
S2_OGNIMOKN_23247	S2_OGNIMOKN_23247
S2_OGNIMOKN_23280	S2_OGNIMOKN_23280
S2_OGNIMOKN_23312	S2_OGNIMOKN_23312
S2_OGNIMOKN_23346	S2_OGNIMOKN_23346
S2_OGNIMOKN_23378	S2_OGNIMOKN_23378
S3_LLLPBJCP_00019	S3_LLLPBJCP_00019
S3_LLLPBJCP_00051	S3_LLLPBJCP_00051
S3_LLLPBJCP_00084	S3_LLLPBJCP_00084
S3_LLLPBJCP_00151	S3_LLLPBJCP_00151
S3_LLLPBJCP_00151	S2_OGNIMOKN_03284
S3_LLLPBJCP_00151	S2_OGNIMOKN_07211
S3_LLLPBJCP_00151	S2_OGNIMOKN_20948
S3_LLLPBJCP_00151	S3_LLLPBJCP_06155
S3_LLLPBJCP_00151	S2_OGNIMOKN_02492
S3_LLLPBJCP_00183	S3_LLLPBJCP_00183
S3_LLLPBJCP_00183	S2_OGNIMOKN_21492
S3_LLLPBJCP_00218	S3_LLLPBJCP_00218
S3_LLLPBJCP_00251	S3_LLLPBJCP_00251
S3_LLLPBJCP_00283	S3_LLLPBJCP_00283
S3_LLLPBJCP_00316	S3_LLLPBJCP_00316
S3_LLLPBJCP_00350	S3_LLLPBJCP_00350
S1_CAIHDJAA_01939	S1_CAIHDJAA_01939
S1_CAIHDJAA_01975	S1_CAIHDJAA_01975
S1_CAIHDJAA_02007	S1_CAIHDJAA_02007
S1_CAIHDJAA_02039	S1_CAIHDJAA_02039
S1_CAIHDJAA_02074	S1_CAIHDJAA_02074
S1_CAIHDJAA_02107	S1_CAIHDJAA_02107
S1_CAIHDJAA_02141	S1_CAIHDJAA_02141
S1_CAIHDJAA_02174	S1_CAIHDJAA_02174
S1_CAIHDJAA_02206	S1_CAIHDJAA_02206
S1_CAIHDJAA_02238	S1_CAIHDJAA_02238
S1_CAIHDJAA_02270	S1_CAIHDJAA_02270
S1_CAIHDJAA_02302	S1_CAIHDJAA_02302
S1_CAIHDJAA_02334	S1_CAIHDJAA_02334
S1_CAIHDJAA_02366	S1_CAIHDJAA_02366
S1_CAIHDJAA_02398	S1_CAIHDJAA_02398
S1_CAIHDJAA_02430	S1_CAIHDJAA_02430
S2_OGNIMOKN_00062	S2_OGNIMOKN_00062
S2_OGNIMOKN_00094	S2_OGNIMOKN_00094
S2_OGNIMOKN_00131	S2_OGNIMOKN_00131
S2_OGNIMOKN_00163	S2_OGNIMOKN_00163
S2_OGNIMOKN_00197	S2_OGNIMOKN_00197
S2_OGNIMOKN_00229	S2_OGNIMOKN_00229
S2_OGNIMOKN_00262	S2_OGNIMOKN_00262
S2_OGNIMOKN_00262	S3_LLLPBJCP_12698
S2_OGNIMOKN_00294	S2_OGNIMOKN_00294
S2_OGNIMOKN_00326	S2_OGNIMOKN_00326
S2_OGNIMOKN_00358	S2_OGNIMOKN_00358
S2_OGNIMOKN_00358	S3_LLLPBJCP_04371
S2_OGNIMOKN_00358	S2_OGNIMOKN_21298
S2_OGNIMOKN_00358	S3_LLLPBJCP_02713
S2_OGNIMOKN_00391	S2_OGNIMOKN_00391
S2_OGNIMOKN_00428	S2_OGNIMOKN_00428
S2_OGNIMOKN_00462	S2_OGNIMOKN_00462
S2_OGNIMOKN_00495	S2_OGNIMOKN_00495
S2_OGNIMOKN_00528	S2_OGNIMOKN_00528
S2_OGNIMOKN_00560	S2_OGNIMOKN_00560
S2_OGNIMOKN_00592	S2_OGNIMOKN_00592
S2_OGNIMOKN_00592	S3_LLLPBJCP_08706
